occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,time,under_investigation,investigating_command,investigation_status,publication_day,aircrafts_involved,takeoff,CONTAGEM,ano,dia,mes
46612,ACCIDENT,ABOUT LANDING GEAR,CAMPINA GRANDE,PB,BRAZIL,Nao informado,14:47:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,23,11
46630,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JAÚ,SP,BRAZIL,SDMV,20:30:00,YES,SERIPA-4,FINISHED,2015-03-20,1,0.0,1,2012,01,12
46633,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ABADIA DE GOIÁS,GO,BRAZIL,Nao informado,12:40:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,15,11
46702,ACCIDENT,LOSS OF CONTROL IN THE AIR,GOIÂNIA,GO,BRAZIL,SWNV,17:00:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,11,12
46703,ACCIDENT,FUEL STARVATION,OLIVEIRA,MG,BRAZIL,Nao informado,18:50:00,YES,SERIPA-3,FINISHED,2013-10-21,1,0.0,1,2012,10,12
46704,ACCIDENT,ANOTHER TYPES,IBIÁ,MG,BRAZIL,Nao informado,18:00:00,YES,SERIPA-3,FINISHED,2013-11-13,1,0.0,1,2012,10,12
46705,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,JUIZ DE FORA,MG,BRAZIL,SBJF,17:50:00,YES,SERIPA-3,FINISHED,2013-11-13,1,1.0,1,2012,12,12
46708,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAQUI,RS,BRAZIL,Nao informado,16:30:00,YES,SERIPA-5,FINISHED,2013-11-13,1,0.0,1,2012,06,12
46710,ACCIDENT,SYSTEM / COMPONENT FAILURE,VILA VELHA,ES,BRAZIL,Nao informado,10:40:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,29,11
46712,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BELÉM,PA,BRAZIL,SBJC,13:15:00,YES,SERIPA-1,FINISHED,2014-10-10,1,1.0,1,2012,06,12
46734,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO PAULO,SP,BRAZIL,Nao informado,20:00:00,YES,SERIPA-4,FINISHED,2015-04-15,1,0.0,1,2012,16,12
46735,ACCIDENT,LOSS OF CONTROL ON THE GROUND,POCONÉ,MT,BRAZIL,Nao informado,20:00:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,07,12
46746,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,PRIMAVERA DO LESTE,MT,BRAZIL,SWPY,14:30:00,YES,SERIPA-6,FINISHED,2014-04-28,1,0.0,1,2012,07,12
46747,ACCIDENT,LOSS OF CONTROL IN THE AIR,SORRISO,MT,BRAZIL,Nao informado,20:00:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2012,06,12
46748,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JUSCIMEIRA,MT,BRAZIL,Nao informado,12:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2012,05,12
46750,ACCIDENT,TIRE BURST,IPIRANGA DO NORTE,MT,BRAZIL,Nao informado,17:30:00,YES,SERIPA-6,FINISHED,2014-10-14,1,0.0,1,2012,21,12
46751,ACCIDENT,ANOTHER TYPES,URUGUAIANA,RS,BRAZIL,SJDU,22:00:00,YES,SERIPA-5,FINISHED,2016-06-23,1,0.0,1,2012,13,12
46752,ACCIDENT,LOSS OF CONTROL IN THE AIR,SANTA VITÓRIA DO PALMAR,RS,BRAZIL,Nao informado,10:30:00,YES,SERIPA-5,FINISHED,2013-11-13,1,0.0,1,2012,10,12
46753,ACCIDENT,FUEL STARVATION,ITÁPOLIS,SP,BRAZIL,Nao informado,13:30:00,YES,SERIPA-4,FINISHED,2016-06-23,1,0.0,1,2012,20,12
46754,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SOURE,PA,BRAZIL,SNSW,20:10:00,YES,SERIPA-1,FINISHED,UNKNOWN,1,0.0,1,2012,12,12
46755,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RIBEIRÃO PRETO,SP,BRAZIL,SBRP,09:43:00,YES,SERIPA-4,FINISHED,2013-10-21,1,1.0,1,2012,21,12
46756,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,CAMPINAS,SP,BRAZIL,SDAM,09:55:00,YES,SERIPA-4,FINISHED,2014-08-15,1,0.0,1,2012,20,12
46780,ACCIDENT,ANOTHER TYPES,SANTA FÉ DO SUL,SP,BRAZIL,Nao informado,21:00:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,29,12
46781,ACCIDENT,UNKNOWN,SONORA,MS,BRAZIL,Nao informado,11:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,31,12
46823,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,ROSÁRIO DO SUL,RS,BRAZIL,SSRZ,22:30:00,YES,SERIPA-5,FINISHED,2013-11-13,1,0.0,1,2012,16,12
46839,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,19:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,29,12
46840,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,PARÁ DE MINAS,MG,BRAZIL,Nao informado,21:50:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,26,12
46841,ACCIDENT,HARD LANDING,ANGRA DOS REIS,RJ,BRAZIL,SDMC,16:03:00,YES,SERIPA-3,FINISHED,2013-10-21,1,0.0,1,2012,27,12
46842,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITUIUTABA,MG,BRAZIL,Nao informado,21:30:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,22,12
46844,ACCIDENT,LOSS OF CONTROL ON THE GROUND,GURUPÁ,PA,BRAZIL,SNGU,19:00:00,YES,SERIPA-1,FINISHED,UNKNOWN,1,0.0,1,2012,22,12
46845,ACCIDENT,UNKNOWN,FELIXLÂNDIA,MG,BRAZIL,Nao informado,19:56:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,08,12
46846,ACCIDENT,ANOTHER TYPES,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,22:35:00,YES,SERIPA-3,FINISHED,2016-04-22,1,0.0,1,2012,21,08
46847,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARECHAL CÂNDIDO RONDON,PR,BRAZIL,SSCR,20:25:00,YES,SERIPA-5,FINISHED,2013-11-13,1,0.0,1,2012,07,05
46850,ACCIDENT,LANDING WITHOUT LANDING GEAR,CANARANA,MT,BRAZIL,SWEK,15:00:00,YES,SERIPA-6,FINISHED,2013-08-26,1,0.0,1,2013,22,01
46852,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,AM,BRAZIL,SWFN,20:15:00,YES,SERIPA-7,FINISHED,2016-03-18,1,0.0,1,2013,24,01
46853,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINA GRANDE,PB,BRAZIL,SBJP,14:20:00,YES,SERIPA-2,FINISHED,2013-09-19,1,0.0,1,2013,25,01
46854,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO PAULO,SP,BRAZIL,Nao informado,14:48:00,YES,SERIPA-4,FINISHED,2014-05-26,1,0.0,1,2013,21,01
46855,ACCIDENT,FUEL STARVATION,LUCAS DO RIO VERDE,MT,BRAZIL,Nao informado,14:30:00,YES,SERIPA-6,FINISHED,2014-05-26,1,0.0,1,2013,05,01
46856,ACCIDENT,ABOUT LANDING GEAR,MARINGÁ,PR,BRAZIL,SBMG,12:10:00,YES,SERIPA-5,FINISHED,2016-06-03,1,0.0,1,2013,17,01
46857,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CARAGUATATUBA,SP,BRAZIL,Nao informado,17:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,03,01
46858,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,PIRACICABA,SP,BRAZIL,SDPW,17:45:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,18,01
46859,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CORNÉLIO PROCÓPIO,PR,BRAZIL,Nao informado,13:30:00,YES,SERIPA-5,FINISHED,2013-07-29,1,0.0,1,2013,19,01
46860,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO BRANCO,AC,BRAZIL,SBRB,16:30:00,YES,SERIPA-7,FINISHED,2013-07-08,1,1.0,1,2013,11,01
46861,ACCIDENT,LOSS OF CONTROL ON THE GROUND,VIAMÃO,RS,BRAZIL,Nao informado,16:45:00,YES,SERIPA-5,FINISHED,2013-07-08,1,0.0,1,2013,02,01
46862,ACCIDENT,ANOTHER TYPES,BOITUVA,SP,BRAZIL,Nao informado,17:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,25,01
46863,SERIOUS INCIDENT,ABOUT LANDING GEAR,BOITUVA,SP,BRAZIL,Nao informado,21:50:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2013,11,01
46864,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO FLORIDO,MG,BRAZIL,Nao informado,18:29:00,YES,SERIPA-3,FINISHED,2015-05-15,1,1.0,1,2013,16,01
46865,SERIOUS INCIDENT,ABOUT LANDING GEAR,GOIÂNIA,GO,BRAZIL,SBGO,13:55:00,YES,SERIPA-6,FINISHED,2014-04-28,1,0.0,1,2013,25,01
46871,ACCIDENT,HARD LANDING,LONDRINA,PR,BRAZIL,SBLO,21:08:00,YES,SERIPA-5,FINISHED,2013-08-26,1,0.0,1,2013,23,01
46872,ACCIDENT,LOSS OF CONTROL IN THE AIR,LUÍS EDUARDO MAGALHÃES,BA,BRAZIL,SSQZ,13:15:00,YES,SERIPA-2,FINISHED,2013-09-16,1,1.0,1,2013,23,01
46873,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RECIFE,PE,BRAZIL,SNEM,11:30:00,YES,SERIPA-2,FINISHED,2014-02-28,1,0.0,1,2013,27,01
46900,ACCIDENT,LOSS OF CONTROL IN THE AIR,QUELUZITO,MG,BRAZIL,Nao informado,19:45:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,07,02
46901,ACCIDENT,ABOUT LANDING GEAR,MANAUS,AM,BRAZIL,SBEG,20:30:00,YES,SERIPA-7,FINISHED,2012-09-20,1,0.0,1,2012,26,03
46914,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,AM,BRAZIL,SWFN,18:30:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2013,02,02
46916,ACCIDENT,LOSS OF CONTROL IN THE AIR,ALEGRETE,RS,BRAZIL,Nao informado,19:20:00,YES,SERIPA-5,FINISHED,2016-03-07,1,0.0,1,2013,29,01
46918,SERIOUS INCIDENT,FIRE DURING THE FLIGHT,IPIXUNA,AM,BRAZIL,Nao informado,15:00:00,YES,SERIPA-7,FINISHED,2016-03-07,1,0.0,1,2013,26,01
46919,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RESENDE,RJ,BRAZIL,SDRS,14:15:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,1.0,1,2013,30,01
46969,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,CÂNDIDO MOTA,SP,BRAZIL,Nao informado,23:10:00,YES,SERIPA-4,FINISHED,2016-04-15,1,0.0,1,2013,03,02
46972,ACCIDENT,HARD LANDING,PORTO BELO,SC,BRAZIL,Nao informado,11:07:00,YES,SERIPA-5,FINISHED,2013-08-26,1,0.0,1,2013,31,01
46973,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PONTES E LACERDA,MT,BRAZIL,Nao informado,21:50:00,YES,SERIPA-6,FINISHED,2013-08-26,1,0.0,1,2013,23,01
46977,ACCIDENT,UNKNOWN,PORTO FELIZ,SP,BRAZIL,Nao informado,22:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,06,02
46980,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LUZIÂNIA,GO,BRAZIL,Nao informado,20:50:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,02,01
47011,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CERES,GO,BRAZIL,SWCZ,21:00:00,YES,SERIPA-6,FINISHED,2013-09-02,1,1.0,1,2013,10,02
47012,ACCIDENT,LANDING BEFORE THE TRACK AREA,CERES,GO,BRAZIL,SWCZ,19:15:00,YES,SERIPA-4,FINISHED,2016-07-21,1,0.0,1,2013,08,02
47013,ACCIDENT,LOSS OF CONTROL ON THE GROUND,QUERÊNCIA,MT,BRAZIL,Nao informado,12:20:00,YES,SERIPA-6,FINISHED,2014-06-02,1,0.0,1,2013,04,02
47014,SERIOUS INCIDENT,FUEL STARVATION,SÃO LUÍS,MA,BRAZIL,SBSL,02:04:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2013,05,02
47015,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,PERDIZES,MG,BRAZIL,SIPU,10:20:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2013,16,02
47016,ACCIDENT,LOSS OF CONTROL IN THE AIR,LAGUNA,SC,BRAZIL,Nao informado,18:10:00,YES,SERIPA-5,FINISHED,2013-07-22,1,0.0,1,2013,16,02
47017,ACCIDENT,LOSS OF CONTROL IN THE AIR,ROSÁRIO DO SUL,RS,BRAZIL,Nao informado,12:00:00,YES,SERIPA-5,FINISHED,2013-09-16,1,0.0,1,2013,13,02
47018,ACCIDENT,LANDING BEFORE THE TRACK AREA,FORMOSA,GO,BRAZIL,Nao informado,20:00:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,16,02
47019,ACCIDENT,UNKNOWN,PASSO FUNDO,RS,BRAZIL,SSAQ,22:15:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,12,02
47023,SERIOUS INCIDENT,ANOTHER TYPES,UBATUBA,SP,BRAZIL,SDUB,15:00:00,YES,SERIPA-4,FINISHED,2013-07-08,1,0.0,1,2013,16,02
47024,ACCIDENT,LOSS OF CONTROL ON THE GROUND,GUARACI,SP,BRAZIL,Nao informado,15:15:00,YES,SERIPA-4,FINISHED,2013-08-26,1,0.0,1,2013,18,02
47025,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GUAPIAÇU,SP,BRAZIL,Nao informado,11:40:00,YES,SERIPA-4,FINISHED,2013-09-16,1,0.0,1,2013,17,02
47047,ACCIDENT,LOSS OF CONTROL IN THE AIR,CHAPADA,RS,BRAZIL,Nao informado,10:30:00,YES,SERIPA-5,FINISHED,2016-06-16,1,0.0,1,2013,22,02
47048,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,SDVH,17:00:00,YES,SERIPA-4,FINISHED,2013-07-08,1,1.0,1,2013,23,02
47074,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ENGENHEIRO BELTRÃO,PR,BRAZIL,Nao informado,14:05:00,YES,SERIPA-5,FINISHED,2014-03-27,1,0.0,1,2013,25,02
47075,ACCIDENT,ABOUT WINDOWS / DOORS / WINDSHIELD,TEFÉ,AM,BRAZIL,SBTF,12:20:00,YES,SERIPA-7,FINISHED,2013-07-08,1,1.0,1,2013,02,03
47080,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOITUVA,SP,BRAZIL,SDOI,14:00:00,YES,SERIPA-4,FINISHED,2013-07-29,1,0.0,1,2013,24,02
47081,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PRADÓPOLIS,SP,BRAZIL,Nao informado,13:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,02,03
47082,ACCIDENT,FLUID LEAKS,SAPEZAL,MT,BRAZIL,Nao informado,11:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2012,11,04
47102,SERIOUS INCIDENT,SLOW LANDING,PORTO VELHO,RO,BRAZIL,SBPV,12:00:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,1.0,1,2013,05,03
47108,ACCIDENT,LOSS OF CONTROL IN THE AIR,TIROS,MG,BRAZIL,Nao informado,18:40:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2013,27,02
47109,SERIOUS INCIDENT,FUEL STARVATION,SACRAMENTO,MG,BRAZIL,Nao informado,21:23:00,YES,SERIPA-3,FINISHED,2013-08-26,1,0.0,1,2013,04,03
47110,ACCIDENT,LOSS OF CONTROL IN THE AIR,VILA BELA DA SANTÍSSIMA TRINDADE,MT,BRAZIL,SSDP,21:20:00,YES,SERIPA-6,FINISHED,2014-06-03,1,0.0,1,2013,01,03
47132,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,CARUARU,PE,BRAZIL,SNRU,12:30:00,YES,SERIPA-2,FINISHED,2013-08-26,1,0.0,1,2013,10,03
47133,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RIACHÃO DAS NEVES,BA,BRAZIL,SDDQ,13:50:00,YES,SERIPA-2,FINISHED,2014-04-16,1,0.0,1,2013,06,03
47134,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SÃO JOSÉ DOS CAMPOS,SP,BRAZIL,Nao informado,14:30:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,28,01
47138,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANAUS,AM,BRAZIL,Nao informado,23:27:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2013,11,03
47142,ACCIDENT,LOSS OF CONTROL IN THE AIR,ALMEIRIM,PA,BRAZIL,SBMD,12:30:00,YES,SERIPA-1,FINISHED,2014-11-24,1,0.0,1,2013,12,03
47154,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PIMENTA BUENO,RO,BRAZIL,Nao informado,21:30:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2013,11,03
47155,ACCIDENT,LOSS OF CONTROL IN THE AIR,ELDORADO DO SUL,RS,BRAZIL,SIXE,15:17:00,YES,SERIPA-5,FINISHED,2013-07-29,1,0.0,1,2013,19,03
47156,ACCIDENT,LOSS OF CONTROL IN THE AIR,ROSÁRIO DO SUL,RS,BRAZIL,SSRZ,12:00:00,YES,SERIPA-5,FINISHED,2014-06-02,1,0.0,1,2013,18,03
47158,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JOÃO PESSOA,PB,BRAZIL,SNJO,19:45:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,16,03
47159,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SÃO LUÍS,MA,BRAZIL,SBSL,12:15:00,YES,SERIPA-1,FINISHED,2013-07-08,1,1.0,1,2013,16,03
47296,ACCIDENT,UNKNOWN,SORRISO,MT,BRAZIL,Nao informado,14:20:00,YES,SERIPA-6,FINISHED,2015-07-15,1,0.0,1,2013,26,03
47297,ACCIDENT,LOSS OF CONTROL ON THE GROUND,RIBAS DO RIO PARDO,MS,BRAZIL,Nao informado,12:40:00,YES,SERIPA-4,FINISHED,2016-06-16,1,0.0,1,2013,23,03
47298,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PEREIRA BARRETO,SP,BRAZIL,SNXI,23:43:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,31,03
47333,SERIOUS INCIDENT,HARD LANDING,BIRITIBA-MIRIM,SP,BRAZIL,SDIH,18:45:00,YES,SERIPA-4,FINISHED,2013-09-16,1,0.0,1,2013,22,03
47334,SERIOUS INCIDENT,ABOUT LANDING GEAR,FONTE BOA,AM,BRAZIL,SWOB,14:45:00,YES,SERIPA-7,FINISHED,2013-08-26,1,0.0,1,2013,23,03
47339,ACCIDENT,LOSS OF CONTROL IN THE AIR,MACAÉ,RJ,BRAZIL,Nao informado,13:29:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2013,27,03
47351,ACCIDENT,LOSS OF CONTROL ON THE GROUND,VITÓRIA BRASIL,SP,BRAZIL,Nao informado,20:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,18,03
47353,SERIOUS INCIDENT,ABOUT LANDING GEAR,TAUBATÉ,SP,BRAZIL,Nao informado,16:00:00,YES,SERIPA-4,FINISHED,2013-09-16,1,1.0,1,2013,29,03
47354,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FORMOSA,GO,BRAZIL,Nao informado,19:21:00,YES,SERIPA-6,FINISHED,2013-07-08,1,0.0,1,2013,03,04
47422,ACCIDENT,LOSS OF CONTROL ON THE GROUND,LUZIÂNIA,GO,BRAZIL,SWUZ,16:50:00,YES,SERIPA-6,FINISHED,2013-07-16,1,0.0,1,2013,07,04
47647,ACCIDENT,SYSTEM / COMPONENT FAILURE,ARAGUARI,MG,BRAZIL,SNAG,20:45:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,16,02
47648,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JAÍBA,MG,BRAZIL,Nao informado,12:00:00,YES,SERIPA-3,FINISHED,2013-08-26,1,0.0,1,2013,20,04
47649,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO MOURÃO,PR,BRAZIL,SSKM,13:03:00,YES,SERIPA-5,FINISHED,2014-06-02,1,0.0,1,2013,12,04
47650,ACCIDENT,LOSS OF CONTROL IN THE AIR,PEROLÂNDIA,GO,BRAZIL,Nao informado,11:30:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,05,04
47651,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,COSMÓPOLIS,SP,BRAZIL,Nao informado,20:50:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,19,04
47652,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ALEGRETE,RS,BRAZIL,Nao informado,18:40:00,YES,SERIPA-5,FINISHED,2014-03-27,1,0.0,1,2013,12,03
47659,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAJAMAR,SP,BRAZIL,Nao informado,14:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,22,04
47661,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,ATALAIA DO NORTE,AM,BRAZIL,Nao informado,19:00:00,YES,SERIPA-7,FINISHED,2013-08-14,1,0.0,1,2013,22,04
47665,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BOA ESPERANÇA DO SUL,SP,BRAZIL,Nao informado,20:35:00,YES,SERIPA-4,FINISHED,2013-07-08,1,0.0,1,2013,18,04
47674,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CHAPADÃO DO SUL,MS,BRAZIL,Nao informado,12:20:00,YES,SERIPA-4,FINISHED,2013-09-16,1,0.0,1,2013,18,04
47675,ACCIDENT,COMPONENT LOSS ON THE GROUND,SANTA CRUZ DAS PALMEIRAS,SP,BRAZIL,Nao informado,22:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2013,16,04
47694,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BARRA DO BUGRES,MT,BRAZIL,SWBB,19:30:00,YES,SERIPA-6,FINISHED,2013-09-16,1,1.0,1,2013,19,04
47697,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUNDIAÍ,SP,BRAZIL,SBJD,14:55:00,YES,SERIPA-4,FINISHED,2014-04-28,1,0.0,1,2013,21,04
47698,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SÃO JOSÉ DOS PINHAIS,PR,BRAZIL,SBCT,02:45:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2013,16,04
47699,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,BELÉM,PA,BRAZIL,SBBE,11:28:00,YES,SERIPA-1,FINISHED,2013-09-16,1,1.0,1,2013,22,04
47872,ACCIDENT,LOSS OF CONTROL IN THE AIR,NOBRES,MT,BRAZIL,SWNB,09:30:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,25,04
47876,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SINOP,MT,BRAZIL,SWSI,12:50:00,YES,SERIPA-6,FINISHED,2016-03-18,1,0.0,1,2013,21,04
47879,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELÉM,PA,BRAZIL,Nao informado,12:15:00,YES,SERIPA-1,FINISHED,2014-10-27,1,0.0,1,2013,26,04
47888,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,MARINGÁ,PR,BRAZIL,Nao informado,17:45:00,YES,SERIPA-5,FINISHED,2013-07-16,1,0.0,1,2013,23,04
47894,SERIOUS INCIDENT,FUEL STARVATION,RIO DE JANEIRO,RJ,BRAZIL,SBRJ,18:45:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2013,24,04
47901,SERIOUS INCIDENT,ABOUT LANDING GEAR,PALMAS,TO,BRAZIL,SBPJ,13:52:00,YES,SERIPA-6,FINISHED,2015-02-09,1,0.0,1,2013,24,04
47926,ACCIDENT,ANOTHER TYPES,CAPÃO DA CANOA,RS,BRAZIL,SSKK,15:00:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,07,04
47936,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,BRAGANÇA PAULISTA,SP,BRAZIL,SBBP,13:30:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,30,04
47965,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARIQUEMES,RO,BRAZIL,SJOG,11:00:00,UNKNOWN,SERIPA-7,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,05,05
47966,ACCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,JATAÍ,GO,BRAZIL,Nao informado,14:37:00,YES,SERIPA-6,FINISHED,2015-04-24,1,0.0,1,2013,03,05
47979,ACCIDENT,UNKNOWN,ITAPIRAPUÃ,GO,BRAZIL,Nao informado,20:30:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2013,22,04
47980,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FIGUEIRÃO,MS,BRAZIL,Nao informado,12:15:00,YES,SERIPA-4,FINISHED,2013-09-02,1,0.0,1,2013,25,04
47981,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO NOVO DO PARECIS,MT,BRAZIL,Nao informado,21:32:00,YES,SERIPA-6,FINISHED,2014-10-08,1,0.0,1,2013,30,04
47983,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,19:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2013,02,05
